evar69,evar66,product,units,segment.id,segment.name
44903,50029515,National Trust Three Robins Christmas Card Pack 10,3,,
44903,50042793,National Trust Winter Woolies Christmas Cards Pack of 10,2,,
44903,50042803,National Trust Mistletoe Hare Christmas Cards Pack of 10,2,,
44903,50042807,National Trust Garden Christmas Cards Pack of 10,4,,
44904,50029875,Cast Iron Sculpture Frog,1,,
44904,50042797,National Trust Moonlit Hare Christmas Cards Pack of 10,4,,
44904,50045892,National Trust Silk Daisy Chain,2,,
44905,50037883,Glazed Terracotta Bird Bath,1,,
44905,50042806,National Trust Large Value Pack Christmas Cards Pack of 30,1,,
44905,50042809,National Trust Lucy Grossmith Countryside Calendar 2020,1,,
44906,50001447,National Trust Book of Scones,1,,
44906,50025710,The Art Of The Scarf Book,1,,
44906,50042534,National Trust Snowy Forest Christmas Cards Pack of 10,3,,
44906,50042807,National Trust Garden Christmas Cards Pack of 10,2,,
44907,50033360,National Trust Eco Travel Cup Heather Grey,1,,
44909,50037885,Sunflower Shoots and Muddy Boots - A Child's Guide to Gardening,1,,
44909,50046459,Butterfly Wings A Matching Game,1,,
44910,50028820,National Trust Moonlit Owl Christmas Cards Pack of 10,1,,
44910,50038415,Sophie Allport for National Trust Tea Towel Woodland,1,,
44910,50043767,National Trust Twill Green Throw,1,,
44911,500456801,National Trust Hiking Socks Grey,1,,
44911,500456811,National Trust Hiking Socks Navy,1,,
44914,50038324,Large Boxing Hares Metal Sculpture,1,,
44916,50045896,Make Your Own Fresh Flower Necklace,1,,
44916,50046071,Foragers Playing Cards,1,,
44918,50042809,National Trust Lucy Grossmith Countryside Calendar 2020,1,,
44918,50043707,National Trust Silk Scarf Knightshayes Trailing Floral Grey-Navy,1,,
44918,50043921,National Trust Wild Fig Fragranced Gel Candle,1,,
44918,50043923,National Trust Wild Fig Reed Diffuser 120ml,1,,
44919,30085119,William Morris Strawberry Thief Mug and Tray Set Blue,1,,
44920,50026493,Cats of the National Trust,1,,
44920,50038880,Dogs of the National Trust,1,,
44923,30078172,Deluxe Premium Pink Leather & Suede Gardening Gloves Medium,1,,
44923,500394771,National Trust Jack Wolfskin Women's Langdale Fleece Rose Quartz,1,,
44923,50042378,National Trust Lucy Grossmith Wildlife Bookmarks Pack of 3,1,,
44923,50043704,National Trust Scarf Petworth Trailing Floral Navy,1,,
44925,30065001,Rabbit Bristle Tree Decoration Silver,1,,
44925,30094808,National Trust Illusion Throw Duck Egg,1,,
44925,50044781,Natural Bamboo Straight Drinking Straws 215mm,1,,
44925,50045178,Silver Bristle Reindeer Decoration,1,,
44925,50045552,Mini Bug Box,1,,
44926,30077514,National Trust Quattro Stool Charcoal,1,,
44928,50002573,Cheese and Chive Nibbles,2,,
44928,50042837,National Trust Knightshayes Midnight Sky Cocktail Napkin pack of 20,2,,
44928,50043595,National Trust Christmas Day Pickle,2,,
44928,50043731,National Trust Exclusive Christmas Biscuit Tin,2,,
44929,30092755,William Morris Seaweed Chiffon Scarf,1,,
44929,50002275,National Trust Sloe Gin Liqueur,1,,
44929,50023367,National Trust Salted Caramel Spread,1,,
44929,50037885,Sunflower Shoots and Muddy Boots - A Child's Guide to Gardening,1,,
44929,50037891,Out and About Bird Spotter,1,,
44929,50043771,National Trust Knightshayes Trailing Floral Cushion Oblong,1,,
44929,50043932,National Trust Knightshayes Jacquard Throw Blue,1,,
44929,50044649,National Trust Fudge Platter Collection,1,,
44929,50045826,Homemade Curing Kit for Bacon - Original,1,,
44930,30083030,Landscapes of the National Trust,1,,
44930,30087413,Gardens of the National Trust,1,,
44930,50001438,Houses of the National Trust,1,,
44930,50021830,National Trust Book of the Coast 2018 Edition,1,,
44930,50043339,National Trust Gardens Calendar 2020,1,,
44931,30087056,National Trust Bronze Frith Sculpture Holly Hedgehog,1,,
44932,50042804,National Trust Photographic Year Planner 2020,2,,
44933,30086308,Cast Iron Acorn Key Keeper,1,,
44934,50042797,National Trust Moonlit Hare Christmas Cards Pack of 10,1,,
44934,50042803,National Trust Mistletoe Hare Christmas Cards Pack of 10,1,,
44934,50042807,National Trust Garden Christmas Cards Pack of 10,1,,
44934,50044642,National Trust Savoury Cheesy Nibbles,1,,
44934,50046073,National Trust Luxury Chocolate Shortbread Biscuits,1,,
44937,50023185,National Trust Multi-Surface Spray Mint,2,,
44937,50042837,National Trust Knightshayes Midnight Sky Cocktail Napkin pack of 20,1,,
44938,30085945,Cast Iron Sculpture Bunny,1,,
44939,30076947,National Trust Fishbone Throw Blue,1,,
44940,50042806,National Trust Large Value Pack Christmas Cards Pack of 30,2,,
44941,30089323,The Original Den Kit,1,,
44942,50028820,National Trust Moonlit Owl Christmas Cards Pack of 10,1,,
44943,50045158,Pre Pack Combination 30 Spring Bulbs Pack 1,1,,
44943,50045159,Pre Pack Combination 25 Spring Bulbs Pack 2,1,,
44943,50045160,Pre Pack Combination 30 Spring Bulbs Pack 3,1,,
44943,50045162,National Trust Pre Pack Combination Patio Layer Planting Red-Purple,1,,
44944,50006791,National Trust Alex Clark Betty Dog Christmas Cards Pack of 10,1,,
44944,50033378,Bronte By Moon Scarf Heddon Valley,1,,
44944,50042794,National Trust 'Wishing You a Happy Christmas' Christmas Cards Pack of 10,1,,
44944,50042802,National Trust Robin Christmas Cards Pack of 10,1,,
44945,50001447,National Trust Book of Scones,1,,
44946,50032340,Family With Two Adults Annual Gift Membership,1,,
44947,50029517,National Trust Moonlight Snowfall Christmas Card Pack of 10,1,,
44947,50038525,Homes Through History,1,,
44947,50041889,National Trust: 2020 Nature Month-By-Month: A Children’s Almanac,1,,
44947,50042392,National Trust Solar Torch Keyring Blue,2,,
44947,50042835,Christmas At The Warren Ornament Wooden,1,,
44947,50045554,Explorer LED Head Torch,2,,
44948,50001878,Bakewell Tart Milk Chocolate Bar,1,,
44948,50001891,Beetroot and Horseradish Relish,1,,
44948,50008367,Acorn Bird Feeder with 200g Nuts,1,,
44948,50029876,Cast Iron Sculpture Duck,2,,
44948,50038380,National Trust Triple Chocolate Mini Fudge Bar,1,,
44948,50043334,Set of 3 Christmas Bookmarks Catherine Rowe,1,,
44948,50044355,Recycled Packable Shopper Alfriston Clergy House Oak Leaf Blue,1,,
44948,50045163,National Trust Pre Plant-o-Mat Tulip and Muscari,1,,
44948,50046073,National Trust Luxury Chocolate Shortbread Biscuits,1,,
44949,50038611,William Morris Coaster Set of 6 Mixed Designs,1,,
44949,50043940,National Trust Petworth Trailing Floral Cake Slice,1,,
44950,30081497,Sherlock Holmes The Card Game,1,,
44950,50001447,National Trust Book of Scones,1,,
44950,50024722,Who's Hiding on the Farm?,1,,
44950,50042242,Ordnance Survey Puzzle Book,1,,
44950,50042535,National Trust Sheep In Snow Christmas Cards Pack of 10,1,,
44950,50042793,National Trust Winter Woolies Christmas Cards Pack of 10,1,,
44950,50042797,National Trust Moonlit Hare Christmas Cards Pack of 10,1,,
44950,50043578,National Trust Mulled Cider 750ml,2,,
44950,50043721,National Trust Chocolate Orange Hot Chocolate Spoon,3,,
44950,50043722,National Trust Salted Caramel Hot Chocolate Spoon,2,,
44950,50045544,Chess and Draughts Carry Case,1,,
44950,50046458,Match a Leaf A Tree Memory Game,1,,
44951,50028820,National Trust Moonlit Owl Christmas Cards Pack of 10,1,,
44951,50042797,National Trust Moonlit Hare Christmas Cards Pack of 10,1,,
44951,50044360,Inspiritus Fragranced Tealights,1,,
44952,30072523,Gothic Stone Garden Mirror,1,,
44953,30085118,William Morris Strawberry Thief Mug and Tray Set Crimson,1,,
44953,30085119,William Morris Strawberry Thief Mug and Tray Set Blue,1,,
44954,50028820,National Trust Moonlit Owl Christmas Cards Pack of 10,1,,
44954,50029515,National Trust Three Robins Christmas Card Pack 10,1,,
44954,50042807,National Trust Garden Christmas Cards Pack of 10,1,,
44955,50043337,National Trust Desk Diary 2020,1,,
44956,30056972,National Trust Illusion Throw Grey,1,,
44956,50024471,National Trust Rosemary Leaf and Orange Hand Wash 240ml,1,,
44956,50033246,Merry Holly and Berry Advent Candle,1,,
44961,50033152,Duo Pack Biscuits: White Chocolate and Raspberry / Oat and Apple Crumble,1,,
44961,50040432,National Trust Shortbread Biscuit Tin,1,,
44962,50025138,Dreamer Sleep Mat,1,,
44963,30085961,Steel Rain Chain Ornament,1,,
44964,50043337,National Trust Desk Diary 2020,1,,
44965,50031289,Recycled Glass Bauble Cobalt Blue,3,,
44966,50028820,National Trust Moonlit Owl Christmas Cards Pack of 10,1,,
44966,50042533,National Trust Jewel Partridge & Dove Christmas Cards Pack of 10 in 2 designs,1,,
44966,50042793,National Trust Winter Woolies Christmas Cards Pack of 10,1,,
44967,50028834,National Trust Holly and Ivy Christmas Cards Pack of 10,1,,
44967,50029517,National Trust Moonlight Snowfall Christmas Card Pack of 10,1,,
44967,50042801,National Trust Stag in a Snowstorm Christmas Cards Pack of 10,1,,
44968,50042817,National Trust Family Organiser 2020,1,,
44969,50007233,Ergo Deadheader with Finger Loop,2,,
44970,50047382,National Trust Taste of Christmas Hamper,2,,
44971,50025708,Sherlock Holmes Cunning Puzzles,1,,
44971,50026493,Cats of the National Trust,1,,
44971,50031259,Ceramic Windowsill Herb Kit,1,,
44972,30019858,National Trust Recycled Woollen Rug,1,,
44972,50035846,National Trust Top Trumps,1,,
44972,50042534,National Trust Snowy Forest Christmas Cards Pack of 10,1,,
44972,50042818,National Trust Square Railway Poster Art Calendar 2020,1,,
44972,50043338,National Trust Waterscapes Calendar 2020,1,,
44972,50046071,Foragers Playing Cards,1,,
44973,50024287,National Trust Northumberland Mug,1,,
44976,50042808,National Trust Robert Gillmor Wildlife Prints Calendar 2020,1,,
44976,50042818,National Trust Square Railway Poster Art Calendar 2020,1,,
44976,50044761,National Trust Leather Backpack Navy,1,,
44977,50043339,National Trust Gardens Calendar 2020,2,,
44978,30080944,National Trust Christmas Blessings Christmas Cards Pack of 10,4,,
44978,50028830,National Trust Birds on Branches Christmas Cards Pack of 10,4,,
44979,50032340,Family With Two Adults Annual Gift Membership,1,,
44980,30082401,National Trust Rudyard Kipling at Bateman's Guidebook,1,,
44980,30091283,National Trust Stoneacre Guidebook,1,,
44980,50025617,William Blake in Sussex: Visions of Albion,1,,
44980,50039692,National Trust Just Trade Floral Leaf Earrings Brass,1,,
44980,50043706,National Trust Silk Scarf Knightshayes Trailing Floral Navy-Tan,1,,
44981,50031184,Measuring Cups Set of 4,5,,
44981,50032152,The Tiger Who Came To Tea Soft Toy Small,1,,
44981,50036046,National Trust Packable Backpack Bag,3,,
44981,50045534,Ladies Bamboo Teal Gardening Gloves Small,1,,
44982,30058415,Manual of Housekeeping,1,,
44983,50031149,Folding Paper Christmas Tree Decoration Dark Green,1,,
44983,50042806,National Trust Large Value Pack Christmas Cards Pack of 30,1,,
44983,50046066,Jigsaw Puzzle Snowfall at Sundown,1,,
44985,50031181,Rust Woodland Christmas Wreath,1,,
44986,50036971,National Trust Leather Cross Body Bag Brown,1,,
44987,30085945,Cast Iron Sculpture Bunny,1,,
44987,30086082,Balancing Lovebirds Stake,1,,
44987,50031115,Four Seasons Seed Blend Bag 3L,1,,
44987,50037883,Glazed Terracotta Bird Bath,1,,
44988,30092327,Rubber Door Mat Rectangle,1,,
44990,50037883,Glazed Terracotta Bird Bath,1,,
44991,50045568,Wooden Woodland Advent Calendar,2,,
44992,30079240,National Trust Mini Flower Press,1,,
44992,50041889,National Trust: 2020 Nature Month-By-Month: A Children’s Almanac,1,,
44992,50046458,Match a Leaf A Tree Memory Game,1,,
44993,50038880,Dogs of the National Trust,1,,
44993,50049734,What a Waste: Rubbish Recycling and Protecting our Planet,2,,
44994,30071738,Cast Iron Wall Mounted Bird Feeder,1,,
44994,30086308,Cast Iron Acorn Key Keeper,1,,
44994,50039414,Willow Nesting Pocket,1,,
44995,50027361,National Trust Sussex Cotton Tea Towel,1,,
44995,50043734,National Trust Christmas Pudding Mini,1,,
44996,50001447,National Trust Book of Scones,1,,
44996,50032860,Bird Bistro Dark Green,1,,
44996,50039695,National Trust Crochet Bumblebee Keyring,1,,
44996,50042817,National Trust Family Organiser 2020,1,,
44998,50032340,Family With Two Adults Annual Gift Membership,1,,
45000,50039182,Waterproof Backed Herringbone Rug Assorted,1,,
45001,50036971,National Trust Leather Cross Body Bag Brown,1,,
45001,50039686,Reusable Paper Sandwich Bag,1,,
45002,50043706,National Trust Silk Scarf Knightshayes Trailing Floral Navy-Tan,1,,
45002,50043715,National Trust Scarf Barrington Navy,1,,
45003,50042805,A National Trust Christmas' Advent Calendar,1,,
45004,30067588,Bronze Frith Sculpture Howard Hare,1,,
45006,50043337,National Trust Desk Diary 2020,1,,
45007,50042817,National Trust Family Organiser 2020,1,,
45008,50043769,National Trust Petworth Trailing Floral Cushion Oblong,2,,
45008,50043933,National Trust Petworth Trailing Floral Photo Frame,1,,
45010,50032871,National Trust Bug Bingo,1,,
45010,50041889,National Trust: 2020 Nature Month-By-Month: A Children’s Almanac,1,,
45011,50045553,Explorer Binoculars Assorted Colours,2,,
45012,,"Bread Bees Wrap 17"" x 23""1",15,,
45012,30094828,We're Going On A Bear Hunt Sound Book,1,,
45012,50042534,National Trust Snowy Forest Christmas Cards Pack of 10,6,,
45013,50043337,National Trust Desk Diary 2020,1,,
45014,50043338,National Trust Waterscapes Calendar 2020,1,,
45015,30065001,Rabbit Bristle Tree Decoration Silver,1,,
45015,30084948,Twig Hedgehog Christmas Tree Decoration,1,,
45015,50033246,Merry Holly and Berry Advent Candle,1,,
45015,50042382,National Trust Annie Soudain Magnetic Shopper Pad,1,,
45015,50042383,National Trust Robert Gillmor Sunset Birds Notecards Pack of 10,1,,
45015,50042817,National Trust Family Organiser 2020,1,,
45016,50043924,National Trust Blue Spruce and Frosted Pine Reed Diffuser,2,,
45017,30067588,Bronze Frith Sculpture Howard Hare,1,,
45018,30085646,William Morris Tree of Life Tapestry Cushion,2,,
45019,50001517,Seville Orange with Whisky Marmalade,1,,
45019,50023368,National Trust Blood Orange Marmalade,1,,
45019,50031185,National Trust Herringbone Throw Petrol Blue,1,,
45019,50043729,National Trust Cranberry and Orange Biscuit Tube,1,,
45019,50043942,National Trust Petworth Trailing Floral Mug Leaf,2,,
45020,30063485,Cast Iron Bird Bath Small,1,,
45020,30080944,National Trust Christmas Blessings Christmas Cards Pack of 10,11,,
45020,50043731,National Trust Exclusive Christmas Biscuit Tin,4,,
45020,50043734,National Trust Christmas Pudding Mini,1,,
45020,50045160,Pre Pack Combination 30 Spring Bulbs Pack 3,1,,
45020,50045163,National Trust Pre Plant-o-Mat Tulip and Muscari,5,,
45021,30095231,National Trust Flat Panel LED Light,1,,
45021,50023726,Elderberry and Port Fruit Liqueur 200ml,1,,
45021,50031109,High Energy Nut Cake with Seeds Tube 500ml,1,,
45021,50042382,National Trust Annie Soudain Magnetic Shopper Pad,1,,
45021,50043731,National Trust Exclusive Christmas Biscuit Tin,2,,
45021,50043733,National Trust Mulled Christmas Gin and Wild Berry Gift Set,1,,
45021,50044360,Inspiritus Fragranced Tealights,2,,
45021,50044647,National Trust Jingle Berry Jam,2,,
45021,50045656,National Trust Raspberry-mint and Elderflower Gin Pack,1,,
45021,50045688,National Trust Beehive Oak Keyring,1,,
45022,,"Reusable Food Sandwich Bees Wrap 13"" x 13""1",12,,
45022,50045542,Wood and Felt Tree Puzzle,1,,
45023,50028836,National Trust Berry Wreath Christmas Card Pack of 10,1,,
45023,50042807,National Trust Garden Christmas Cards Pack of 10,1,,
45023,50043715,National Trust Scarf Barrington Navy,1,,
45023,50044766,National Trust Scarf Knightshayes Navy-Tan,1,,
45024,50006791,National Trust Alex Clark Betty Dog Christmas Cards Pack of 10,1,,
45024,50023546,Cottage Garden Den Kit,1,,
45024,50042806,National Trust Large Value Pack Christmas Cards Pack of 30,1,,
45025,50034177,Fossil Bicycle Bell,1,,
45025,50046071,Foragers Playing Cards,1,,
45026,50045892,National Trust Silk Daisy Chain,6,,
45027,50024725,National Trust: Complete Minibeast Explorer's Kit,1,,
45027,50025576,National Trust: I Am the Seed that Grew the Tree - A poem for every day of the year,1,,
45027,50037238,National Trust Over The Vile Scarf Coral,1,,
45027,50037259,National Trust Over The Vile Tote Bag,2,,
45027,50037890,Who's Hiding in the Woods?,1,,
45027,50041889,National Trust: 2020 Nature Month-By-Month: A Children’s Almanac,1,,
45027,50043707,National Trust Silk Scarf Knightshayes Trailing Floral Grey-Navy,2,,
45027,50043723,National Trust Milk Chocolate Marc de Champagne Truffles,2,,
45027,50043927,National Trust Blue Spruce and Frosted Pine Scented Gift Set,1,,
45027,50044633,National Trust Men's Checked Scarf Lambswool Navy,2,,
45027,50044649,National Trust Fudge Platter Collection,1,,
45027,50045560,National Trust Christmas Pudding Flavour Truffles,1,,
45029,300833531,Tweed Cap Assorted,1,,
45030,30085119,William Morris Strawberry Thief Mug and Tray Set Blue,1,,
45030,50001399,National Trust Jelly Beans,1,,
45030,50001401,National Trust Liquorice Allsorts,1,,
45030,50001490,National Trust Kendal Mint Cake,2,,
45030,50001491,Dark Chocolate Coated Marzipan,1,,
45030,50021508,National Trust  Mug Lake District,1,,
45030,50027373,Lake District National Trust Canvas Bag XL,1,,
45030,50032860,Bird Bistro Dark Green,1,,
45030,50033246,Merry Holly and Berry Advent Candle,1,,
45030,50040432,National Trust Shortbread Biscuit Tin,1,,
